CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
147;MT;40387;D;17;0;;2.22187;1.36509;0.13859;LEITOR TELA;1300;;0
143;MT;117727;A;11;0;;2.49104;3.01094;0.08231;LEITOR TELA;1300;;0
139;MT;44095;C;8;0;;2.56873;2.03809;0.20898;LEITOR TELA;1300;;0
132;CN;126541;C;1;0;;3.08461;0.93344;0.24287;AZUL;1301;;0
28;LC;140870;A;24;0;;1.89752;0.42059;0.21091;LEITOR TELA;1250;;0
110;CN;141738;A;4;0;;2.03842;2.62635;0.23027;AMARELA;1302;;0
108;CN;126545;A;10;0;;1.75908;1.33559;0.23258;AMARELA;1302;;0
103;CN;63131;C;20;0;;3.05747;2.28881;0.29517;CINZA;1303;;0
137;MT;81329;D;19;0;;2.97925;1.78747;0.19488;AMARELA;1295;;0
149;MT;125932;B;22;0;;3.05237;2.18342;0.22043;AMARELA;1296;;0
146;MT;6954;C;3;0;;2.416;0.991;0.118;AMARELA;1296;;0
170;MT;38236;B;25;0;;1.75186;2.53912;0.16611;AMARELA;1255;;0
159;MT;28543;D;16;0;;1.5737;0.99995;0.19925;AMARELA;1255;;0
151;MT;53460;C;26;0;;2.93674;0.49751;0.15129;LARANJA;1297;;0
145;MT;125965;C;10;0;;2.47907;0.45055;0.17829;LARANJA;1297;;0
142;MT;117714;A;9;0;;2.60222;2.09304;0.17394;LARANJA;1297;;0
136;MT;14812;D;20;0;;1.56944;-0.00093;0.11987;LARANJA;1298;;1
170;MT;38236;B;25;0;;1.75186;2.53912;0.16611;LARANJA;1298;;1
61;CH;141028;D;10;0;;2.27674;0.22219;0.20185;BRANCA;1233;;0
143;MT;117727;A;11;0;;2.49104;3.01094;0.08231;LARANJA;1257;;0
177;MT;68293;A;1;0;;2.35737;1.93601;0.11076;LARANJA;1258;;1
85;CH;140548;C;29;0;;3.00594;-0.06348;0.20314;LARANJA;1277;;0
137;MT;85504;B;21;0;;2.21375;1.82985;0.15414;VERDE;1219;;0
164;MT;14389;A;15;0;;0.96035;1.52433;0.14823;LEITOR TELA;1220;;0
112;CN;111466;A;1;0;;3.38485;2.02004;0.18168;AZUL;1221;;0
174;MT;126030;D;18;0;;3.85903;2.30004;0.32314;LARANJA;1258;;1
178;MT;14434;C;4;0;;1.22381;2.26427;0.1642;LEITOR TELA;1260;;0
160;MT;125914;D;24;0;;1.7035;1.0704;0.1698;LARANJA;1298;;1
143;MT;117727;A;11;0;;2.49104;3.01094;0.08231;AMARELA;1256;;0
99;CN;64023;E;13;0;;1.81427;1.4199;0.25187;VERDE;1317;;0
92;CN;60332;E;10;0;;3.39558;1.60649;0.08851;VERDE;1317;;0
134;CN;48492;B;28;0;;1.03631;2.13278;0.24911;VERDE;1318;;0
125;CN;87721;E;8;0;;2.1809;1.01182;0.20267;VERDE;1318;;0
2;LC;140725;E;8;0;;2.69388;1.12425;0.13443;LEITOR TELA;1250;0;0
114;CN;39162;C;16;0;;0.9516;1.07172;0.21936;LEITOR TELA;1310;;0
130;CN;14398;B;26;0;;1.10698;1.7492;0.20057;LEITOR TELA;1270;;0
147;MT;111754;B;15;0;;2.95569;2.84307;0.24511;LEITOR TELA;1220;;0
163;MT;6954;C;3;0;;2.416;0.991;0.118;AZUL;1251;;0
151;MT;64151;E;2;0;;2.19283;2.05125;0.07643;AMARELA;1252;;0
147;MT;96489;B;5;0;;1.95326;0.87566;0.13053;AMARELA;1252;;0
106;CN;63131;C;20;0;;3.05747;2.28881;0.29517;AZUL;1261;;0
114;CN;39162;C;16;0;;0.9516;1.07172;0.21936;AMARELA;1306;;0
109;CN;111662;D;12;0;;2.43262;2.4702;0.29927;AMARELA;1306;;0
101;CN;85789;C;7;0;;3.69143;1.47336;0.20493;AMARELA;1306;;0
110;CN;97133;E;18;0;;2.64554;0.91215;0.21322;CINZA;1263;;0
121;CN;63131;C;20;0;;3.05747;2.28881;0.29517;ROSA;1264;;0
121;CN;63131;C;20;0;;3.05747;2.28881;0.29517;LARANJA;1307;;0
118;CN;117929;E;19;0;;3.66348;0.70045;0.30851;LARANJA;1307;;0
112;CN;55705;D;14;0;;1.67571;0.34061;0.19471;LARANJA;1307;;0
107;CN;97670;D;10;0;;1.79447;0.29152;0.16547;LARANJA;1307;;0
100;CN;14943;A;5;0;;1.62506;1.77927;0.09398;LARANJA;1307;;0
42;LC;7238;E;18;0;;1.89;0.197;0.172;AZUL;1281;;0
39;LC;140852;C;3;0;;2.66578;-0.42751;0.19271;AZUL;1281;;0
1;LC;140718;E;8;0;;2.73373;0.00161;0.19391;AZUL;1281;1;0
41;LC;141451;E;21;0;;1.25105;0.70685;0.20051;AMARELA;1282;;0
39;LC;141005;B;1;0;;1.75502;-0.00715;0.20829;AMARELA;1282;;0
53;CH;141070;E;8;0;;1.69043;0.2202;0.19072;LARANJA;1238;;1
71;CH;140611;A;19;0;;1.72609;-0.17378;0.1911;LEITOR TELA;1240;;0
68;CH;140544;C;6;0;;3.93201;1.29457;0.20117;LEITOR TELA;1240;;0
60;CH;140538;A;6;0;;1.33134;0.83509;0.23955;LEITOR TELA;1240;;0
32;LC;140878;D;28;0;;2.15451;0.45326;0.16205;AZUL;1241;;0
25;LC;14918;C;26;0;;2.15783;0.63045;0.14759;AZUL;1241;;0
12;LC;141241;B;11;0;;1.67142;1.62234;0.24018;AZUL;1241;;0
10;LC;14713;E;15;0;;1.29568;1.21007;0.14848;AZUL;1241;;0
7;LC;141283;B;14;0;;2.20125;0.82582;0.2119;AZUL;1241;;0
31;LC;141467;E;22;0;;2.80475;0.9347;0.17052;BRANCA;1284;;0
4;LC;140729;C;6;0;;1.52132;1.43573;0.2144;BRANCA;1284;1;0
1;LC;140566;E;7;0;;1.6142;0.66623;0.19198;BRANCA;1284;1;0
5;LC;140614;C;8;0;;2.25894;1.00728;0.17726;BRANCA;1284;0;0
45;LC;15026;D;14;0;;1.85867;0.9812;0.24537;AMARELA;1285;;0
137;MT;81329;D;19;0;;2.97925;1.78747;0.19488;AMARELA;1256;;0
171;MT;55880;B;28;0;;1.83744;2.4295;0.10941;LARANJA;1257;;0
170;MT;38236;B;25;0;;1.75186;2.53912;0.16611;LARANJA;1257;;0
162;MT;26888;C;12;0;;1.83542;2.96824;0.30697;LARANJA;1257;;0
170;MT;28932;E;8;0;;2.39434;1.98395;0.11508;CINZA;1214;;0
163;MT;111754;B;15;0;;2.95569;2.84307;0.24511;CINZA;1214;;0
156;MT;14994;E;28;0;;2.70307;1.3682;0.16099;CINZA;1214;;0
154;MT;125888;C;13;0;;2.2107;2.37234;0.31768;CINZA;1214;;0
153;MT;84857;C;3;0;;2.39559;1.53865;0.11866;CINZA;1214;;0
150;MT;16795;D;16;0;;1.05676;1.98507;0.08392;CINZA;1214;;0
170;MT;14410;E;4;0;;2.38237;1.88674;0.10321;ROSA;1215;;0
163;MT;81742;E;2;0;;1.63418;1.34475;0.13956;ROSA;1215;;0
32;LC;141450;A;2;0;;2.53799;0.9971;0.24444;AMARELA;1285;;0
30;LC;14898;A;25;0;;1.62348;1.05337;0.21956;AMARELA;1285;;0
1;LC;140652;E;5;0;;1.55494;0.70223;0.21103;AMARELA;1286;1;0
4;LC;140697;E;6;0;;3.02681;1.22717;0.15562;AMARELA;1286;0;0
25;LC;141231;D;9;0;;1.59315;-0.23802;0.19091;BRANCA;1244;;0
20;LC;14727;D;16;0;;2.1034;-0.07713;0.12881;BRANCA;1244;;0
16;LC;36864;A;12;0;;1.14733;0.38901;0.23027;BRANCA;1244;;0
156;MT;117596;B;5;0;;1.88551;3.17516;0.20307;CINZA;1294;;0
154;MT;125959;B;23;0;;2.2547;1.1525;0.16991;CINZA;1294;;0
141;MT;125975;A;6;0;;1.42997;1.57887;0.13599;CINZA;1294;;0
179;MT;14774;E;18;0;;1.641;0.045;0.175;AMARELA;1295;;0
176;MT;117601;E;10;0;;3.53513;2.27283;0.14674;AMARELA;1295;;0
158;MT;125956;A;29;0;;1.21177;3.11314;0.10322;AMARELA;1295;;0
176;MT;117601;E;10;0;;3.53513;2.27283;0.14674;AMARELA;1296;;0
171;MT;55880;B;28;0;;1.83744;2.4295;0.10941;AMARELA;1296;;0
170;MT;38236;B;25;0;;1.75186;2.53912;0.16611;AMARELA;1296;;0
70;CH;140592;B;11;0;;1.80595;1.97568;0.17809;VERDE;1199;;0
41;LC;141233;D;9;0;;1.74151;0.50452;0.15417;ROSA;1206;;0
36;LC;140899;D;29;0;;1.22127;1.21426;0.22043;ROSA;1206;;0
30;LC;141474;D;23;0;;1.63551;0.00891;0.2048;ROSA;1206;;0
89;CH;140611;A;19;0;;1.72609;-0.17378;0.1911;BRANCA;1233;;0
83;CH;141375;A;30;0;;3.59519;-0.11366;0.18978;ROSA;1234;;0
122;CN;111665;C;20;0;;3.83841;1.04691;0.14482;CINZA;1224;;0
116;CN;117631;A;18;0;;1.50761;0.49481;0.17371;CINZA;1224;;0
127;CN;86347;B;28;0;;3.97355;1.19295;0.12256;ROSA;1225;;0
120;CN;83552;D;7;0;;2.40735;1.62185;0.13073;ROSA;1225;;0
114;CN;54162;C;1;0;;0.82835;2.06704;0.0603;ROSA;1225;;0
134;CN;13403;B;29;0;;1.19366;1.44063;0.11523;AMARELA;1265;;0
103;CN;11309;C;8;0;;1.62855;-1.00049;0.09528;AMARELA;1265;;0
50;CH;141007;A;5;0;;2.36915;-0.20871;0.19363;LEITOR TELA;1280;;0
6;LC;118144;C;23;0;;2.43295;0.90091;0.13239;AZUL;1281;;0
33;LC;141283;B;14;0;;2.20125;0.82582;0.2119;AMARELA;1282;;0
81;CH;140576;B;21;0;;1.33537;-0.77276;0.19854;LEITOR TELA;1240;;0
6;LC;9969;A;15;0;;1.20199;1.042;0.193;AMARELA;1282;;0
176;MT;117727;A;11;0;;2.49104;3.01094;0.08231;CINZA;1294;;0
124;CN;81637;D;21;0;;3.54994;1.89617;0.19877;LARANJA;1268;;1
119;CN;126559;B;18;0;;1.87573;2.07387;0.0786;LARANJA;1268;;1
75;CH;96984;C;14;0;;1.16096;1.65456;0.1754;AMARELA;1272;;0
73;CH;140588;B;28;0;;2.21675;0.28898;0.20874;AMARELA;1272;;0
169;MT;141563;E;7;0;;2.0018;1.46283;0.23942;AMARELA;1295;;0
100;CN;14943;A;5;0;;1.62506;1.77927;0.09398;LARANJA;1267;;0
50;CH;141118;C;7;0;;2.58516;0.39346;0.17772;VERDE;1312;;0
179;MT;125990;A;23;0;;2.71883;1.96573;0.12171;CINZA;1254;;0
50;CH;141007;A;5;0;;2.36915;-0.20871;0.19363;AMARELA;1275;;0
89;CH;140489;C;27;0;;2.44955;0.28832;0.1725;AMARELA;1236;;0
58;CH;141129;A;14;0;;2.76836;0.6298;0.17991;AMARELA;1236;;0
51;CH;141354;B;3;0;;1.93619;-0.42999;0.19883;AMARELA;1236;;0
35;LC;14918;C;26;0;;2.15783;0.63045;0.14759;AMARELA;1246;;0
101;CN;97813;C;15;0;;3.04923;2.24438;0.15941;VERDE;1317;;0
6;LC;16384;A;1;0;;1.35809;0.9065;0.15984;LEITOR TELA;1210;;0
44;LC;141776;C;15;0;;1.22341;0.82185;0.06897;ROSA;1203;;0
43;LC;141443;C;27;0;;2.20477;0.52119;0.1393;ROSA;1203;;0
32;LC;140942;D;25;0;;2.53674;0.2806;0.1843;ROSA;1203;;0
28;LC;140987;C;22;0;;1.84344;1.65132;0.12303;ROSA;1203;;0
17;LC;141229;A;14;0;;2.6904;1.08302;0.17386;ROSA;1205;;0
45;LC;140949;C;16;0;;1.43175;0.80537;0.12273;LARANJA;1207;;0
80;CH;95744;C;15;0;;2.88236;0.7685;0.1722;ROSA;1196;;0
23;LC;140880;B;16;0;;2.11251;0.83411;0.21824;ROSA;1203;;0
21;LC;140885;A;15;0;;3.32492;0.4163;0.18782;ROSA;1203;;0
147;MT;125929;B;9;0;;1.58702;2.1908;0.24232;AMARELA;1212;;0
101;CN;97813;C;15;0;;3.04923;2.24438;0.15941;ROSA;1226;;0
100;CN;87989;C;2;0;;2.32351;1.21005;0.10449;ROSA;1226;;0
136;MT;48324;B;8;0;;2.09451;2.44818;0.25838;AZUL;1211;;0
141;MT;14994;E;28;0;;2.70307;1.3682;0.16099;AZUL;1211;;0
81;CH;26296;E;19;0;;1.8315;0.44019;0.19555;AMARELA;1232;;0
62;CH;141027;C;4;0;;1.25504;0.04005;0.20306;AMARELA;1232;;0
94;CN;83552;D;7;0;;2.40735;1.62185;0.13073;CINZA;1224;;0
54;CH;141028;D;10;0;;2.27674;0.22219;0.20185;AMARELA;1275;;0
59;CH;63858;C;4;0;;2.12258;0.82426;0.22694;AMARELA;1276;;0
58;CH;141129;A;14;0;;2.76836;0.6298;0.17991;AMARELA;1276;;0
54;CH;141028;D;10;0;;2.27674;0.22219;0.20185;AMARELA;1276;;0
51;CH;141354;B;3;0;;1.93619;-0.42999;0.19883;AMARELA;1276;;0
2;LC;140725;E;8;0;;2.69388;1.12425;0.13443;LARANJA;1288;0;1
2;LC;140725;E;8;0;;2.69388;1.12425;0.13443;LEITOR TELA;1290;0;0
178;MT;125932;B;22;0;;3.05237;2.18342;0.22043;AZUL;1291;;0
109;CN;97149;A;17;0;;0.99037;1.55817;0.20321;VERDE;1317;;0
106;CN;60689;C;18;0;;3.51837;1.46881;0.26943;VERDE;1317;;0
104;CN;47317;A;4;0;;2.53442;1.21479;0.15339;VERDE;1317;;0
103;CN;66259;B;20;0;;2.34079;1.00185;0.23885;VERDE;1317;;0
111;CN;60037;B;9;0;;3.05374;1.81691;0.33738;VERDE;1318;;0
110;CN;117866;B;10;0;;2.33748;1.77344;0.10811;VERDE;1318;;0
19;LC;7582;D;3;0;;1.14699;0.542;0.138;AMARELA;1246;;0
113;CN;13403;B;29;0;;1.19366;1.44063;0.11523;AMARELA;1302;;0
91;CN;40431;B;24;0;;2.92795;1.7851;0.12882;CINZA;1303;;0
102;CN;89675;C;9;0;;2.45026;2.11499;0.18741;AMARELA;1306;;0
79;CH;141066;C;16;0;;2.69465;0.38977;0.1655;LEITOR TELA;1280;;0
75;CH;141116;C;15;0;;3.91893;0.65977;0.17428;LEITOR TELA;1280;;0
2;LC;140614;C;8;0;;2.25894;1.00728;0.17726;AMARELA;1242;0;0
39;LC;140844;D;18;0;;1.35625;-0.20143;0.209;ROSA;1243;;0
29;LC;141394;B;23;0;;1.70264;0.93679;0.19894;ROSA;1243;;0
23;LC;140952;B;17;0;;1.20716;0.28152;0.18862;AMARELA;1245;;0
97;CN;141738;A;4;0;;2.03842;2.62635;0.23027;AMARELA;1266;;0
164;MT;111560;A;15;0;;2.34866;1.28885;0.1796;LARANJA;1297;;0
161;MT;125936;E;13;0;;1.74431;2.97759;0.09777;LARANJA;1297;;0
150;MT;44285;E;8;0;;2.94723;2.87386;0.06733;LARANJA;1298;;1
130;CN;14398;B;26;0;;1.10698;1.7492;0.20057;LEITOR TELA;1310;;0
128;CN;40431;B;24;0;;2.92795;1.7851;0.12882;LEITOR TELA;1310;;0
69;CH;87839;A;9;0;;1.98671;1.12588;0.26402;ROSA;1234;;0
58;CH;141129;A;14;0;;2.76836;0.6298;0.17991;ROSA;1234;;0
87;CH;141345;E;26;0;;1.64714;-0.15918;0.19597;AMARELA;1235;;0
116;CN;7738;C;7;0;;1.71799;2.6143;0.11314;LEITOR TELA;1270;;0
110;CN;11543;E;12;0;;1.97133;0.18515;0.1645;LEITOR TELA;1270;;0
94;CN;10473;D;2;0;;1.71706;2.31394;0.30327;LEITOR TELA;1270;;0
92;CN;126541;C;1;0;;3.08461;0.93344;0.24287;LEITOR TELA;1270;;0
145;MT;38236;B;25;0;;1.75186;2.53912;0.16611;AZUL;1291;;0
3;LC;15035;A;6;0;;1.77757;-0.01459;0.17756;ROSA;1203;1;0
2;LC;140765;A;6;0;;3.17668;0.44857;0.18727;ROSA;1203;1;0
4;LC;140732;B;7;0;;2.91867;0.12363;0.19992;ROSA;1203;0;0
3;LC;140743;B;6;0;;2.79003;0.21669;0.49995;ROSA;1203;0;0
63;CH;140194;A;23;0;;1.5807;1.18538;0.13863;VERDE;1199;;0
1;LC;140649;B;5;0;;2.23798;0.86091;0.18548;ROSA;1206;1;0
90;CH;140440;E;16;0;;2.59177;-0.2033;0.17587;ROSA;1195;;0
22;LC;140858;C;16;0;;2.59213;1.19798;0.23009;LARANJA;1208;;1
20;LC;140944;E;15;0;;1.74817;1.91976;0.19926;LARANJA;1208;;1
19;LC;120648;C;14;0;;1.82581;1.45066;0.12254;LARANJA;1208;;1
18;LC;141239;A;13;0;;1.72594;1.66934;0.27058;LARANJA;1208;;1
14;LC;141260;A;12;0;;1.74835;0.77042;0.16206;LARANJA;1208;;1
10;LC;141212;B;11;0;;1.8902;0.53683;0.20416;LARANJA;1208;;1
134;CN;48492;B;28;0;;1.03631;2.13278;0.24911;LARANJA;1227;;0
130;CN;84422;D;4;0;;1.25458;0.14732;0.00556;LARANJA;1227;;0
91;CN;40724;C;2;0;;1.87231;-0.45616;0.19791;VERDE;1229;;0
131;CN;83378;B;3;0;;1.92829;-1.14947;0.20133;VERDE;1229;;0
141;MT;126028;B;7;0;;2.33037;1.91643;0.0839;ROSA;1215;;0
170;MT;14410;E;4;0;;2.38237;1.88674;0.10321;ROSA;1216;;0
169;MT;125929;B;9;0;;1.58702;2.1908;0.24232;ROSA;1216;;0
164;MT;14389;A;15;0;;0.96035;1.52433;0.14823;LARANJA;1217;;0
160;MT;117633;D;5;0;;1.37105;2.55621;0.17151;LARANJA;1217;;0
65;CH;141136;A;1;0;;1.22125;2.63782;0.30445;ROSA;1194;;0
160;MT;125914;D;24;0;;1.7035;1.0704;0.1698;AMARELA;1256;;0
139;MT;44095;C;8;0;;2.56873;2.03809;0.20898;LARANJA;1257;;0
176;MT;117601;E;10;0;;3.53513;2.27283;0.14674;LARANJA;1258;;1
53;CH;141070;E;8;0;;1.69043;0.2202;0.19072;LARANJA;1277;;0
52;CH;141027;C;4;0;;1.25504;0.04005;0.20306;LARANJA;1277;;0
76;CH;26296;E;19;0;;1.8315;0.44019;0.19555;AMARELA;1235;;0
168;MT;87686;E;29;0;;1.94508;1.67467;0.08764;AMARELA;1256;;0
128;CN;89877;E;30;0;;2.64928;1.83585;0.205;AZUL;1261;;0
159;MT;28543;D;16;0;;1.5737;0.99995;0.19925;LARANJA;1258;;1
41;LC;141233;D;9;0;;1.74151;0.50452;0.15417;ROSA;1205;;0
40;LC;118301;D;23;0;;0.95292;-0.47764;0.00564;ROSA;1205;;0
38;LC;88031;E;30;0;;1.73107;1.60103;0.19199;ROSA;1205;;0
31;LC;140869;E;24;0;;1.15309;1.88931;0.22049;ROSA;1205;;0
15;LC;141201;C;12;0;;1.33139;1.23174;0.22153;ROSA;1205;;0
5;LC;141715;E;8;0;;2.65505;0.51608;0.18619;ROSA;1205;1;0
52;CH;141027;C;4;0;;1.25504;0.04005;0.20306;AMARELA;1235;;0
144;MT;86360;D;17;1;Bis<0,01 e Problemas na convergência;;;;VERDE;1219;;0
122;CN;97767;D;6;0;;1.78472;1.98863;0.10818;AZUL;1221;;0
165;MT;117920;A;30;0;;2.92825;1.17752;0.17261;LARANJA;1258;;1
75;CH;141051;A;18;0;;1.90228;1.5999;0.16847;ROSA;1196;;0
68;CH;140543;E;8;0;;0.81816;1.56049;0.23382;LEITOR TELA;1200;;0
65;CH;141136;A;1;0;;1.22125;2.63782;0.30445;LEITOR TELA;1200;;0
173;MT;81946;C;26;0;;1.52639;1.16539;0.05545;LARANJA;1217;;0
170;MT;14410;E;4;0;;2.38237;1.88674;0.10321;LARANJA;1217;;0
167;MT;111446;B;5;0;;2.09757;1.52611;0.10674;LARANJA;1217;;0
55;CH;125687;D;9;0;;2.40144;0.606;0.21265;LEITOR TELA;1200;;0
54;CH;140612;C;6;0;;1.82461;0.19307;0.25114;LEITOR TELA;1200;;0
33;LC;141239;A;13;0;;1.72594;1.66934;0.27058;AZUL;1201;;0
44;LC;140884;A;17;0;;1.35926;1.14954;0.23381;AMARELA;1202;;0
33;LC;140899;D;29;0;;1.22127;1.21426;0.22043;AMARELA;1202;;0
146;MT;14435;A;4;0;;1.89486;1.63495;0.16561;LARANJA;1218;;1
4;LC;141707;A;7;0;;1.24572;1.98521;0.17301;LARANJA;1208;1;1
37;LC;118195;B;30;0;;1.67063;-0.06011;0.08734;VERDE;1209;;0
69;CH;140430;A;27;0;;3.07524;1.19358;0.14876;LARANJA;1197;;0
68;CH;140430;A;27;0;;3.07524;1.19358;0.14876;AMARELA;1192;;0
30;LC;141474;D;23;0;;1.63551;0.00891;0.2048;ROSA;1205;;0
28;LC;140987;C;22;0;;1.84344;1.65132;0.12303;ROSA;1205;;0
24;LC;140959;C;17;0;;3.54204;2.45238;0.11597;ROSA;1205;;0
41;LC;141233;D;9;0;;1.74151;0.50452;0.15417;LARANJA;1207;;0
92;CN;60332;E;10;0;;3.39558;1.60649;0.08851;VERDE;1229;;0
21;LC;140885;A;15;0;;3.32492;0.4163;0.18782;VERDE;1313;;0
15;LC;141201;C;12;0;;1.33139;1.23174;0.22153;VERDE;1313;;0
157;MT;125956;A;29;0;;1.21177;3.11314;0.10322;CINZA;1254;;0
153;MT;26888;C;12;0;;1.83542;2.96824;0.30697;CINZA;1254;;0
150;MT;82327;B;21;0;;2.37767;2.75304;0.28057;CINZA;1254;;0
148;MT;117920;A;30;0;;2.92825;1.17752;0.17261;CINZA;1254;;0
147;MT;38236;B;25;0;;1.75186;2.53912;0.16611;CINZA;1254;;0
145;MT;126030;D;18;0;;3.85903;2.30004;0.32314;CINZA;1254;;0
37;LC;141215;D;12;0;;2.56885;1.16647;0.1452;LARANJA;1248;;1
19;LC;7582;D;3;0;;1.14699;0.542;0.138;LARANJA;1248;;1
15;LC;95315;E;9;0;;1.63827;-0.0426;0.13773;AMARELA;1246;;0
13;LC;141451;E;21;0;;1.25105;0.70685;0.20051;AMARELA;1246;;0
16;LC;140872;C;18;0;;1.31835;0.0769;0.19857;LARANJA;1247;;0
166;MT;111538;D;27;0;;1.56473;0.75949;0.32554;AZUL;1291;;0
158;MT;125936;E;13;0;;1.74431;2.97759;0.09777;AZUL;1291;;0
152;MT;14434;C;4;0;;1.22381;2.26427;0.1642;AZUL;1291;;0
87;CH;140468;B;7;0;;3.81176;0.7442;0.24129;AZUL;1191;;0
84;CH;141123;D;3;0;;0.76651;1.69321;0.09277;AZUL;1191;;0
138;MT;125990;A;23;0;;2.71883;1.96573;0.12171;LARANJA;1298;;1
179;MT;44814;E;1;0;;1.59068;1.68621;0.13542;AMARELA;1252;;0
97;CN;78962;C;26;0;;3.54791;0.5346;0.18023;AZUL;1301;;0
113;CN;111713;C;2;0;;1.29931;2.22016;0.2704;CINZA;1303;;0
39;LC;140844;D;18;0;;1.35625;-0.20143;0.209;LARANJA;1288;;1
179;MT;14774;E;18;0;;1.641;0.045;0.175;LEITOR TELA;1300;;0
139;MT;126030;D;18;0;;3.85903;2.30004;0.32314;AZUL;1251;;0
158;MT;37312;D;4;0;;1.84465;0.56332;0.22289;AMARELA;1252;;0
122;CN;126545;A;10;0;;1.75908;1.33559;0.23258;AZUL;1261;;0
120;CN;89506;E;8;0;;1.59807;2.0059;0.08163;AZUL;1261;;0
130;CN;81637;D;21;0;;3.54994;1.89617;0.19877;AMARELA;1262;;0
111;CN;126533;A;1;0;;1.97611;1.97226;0.15173;CINZA;1303;;0
91;CN;126533;A;1;0;;1.97611;1.97226;0.15173;AMARELA;1306;;0
3;LC;140743;B;6;0;;2.79003;0.21669;0.49995;VERDE;1209;0;0
1;LC;140595;B;5;0;;2.11783;1.27877;0.12469;LEITOR TELA;1210;0;0
40;LC;118301;D;23;0;;0.95292;-0.47764;0.00564;LEITOR TELA;1210;;0
35;LC;140905;B;28;0;;2.28551;2.41311;0.221;LEITOR TELA;1210;;0
116;CN;7738;C;7;0;;1.71799;2.6143;0.11314;LARANJA;1268;;1
112;CN;55705;D;14;0;;1.67571;0.34061;0.19471;LARANJA;1268;;1
108;CN;84984;C;11;0;;1.42963;0.8045;0.16236;LARANJA;1268;;1
107;CN;97670;D;10;0;;1.79447;0.29152;0.16547;LARANJA;1268;;1
94;CN;10473;D;2;0;;1.71706;2.31394;0.30327;LARANJA;1268;;1
20;LC;118195;B;30;0;;1.67063;-0.06011;0.08734;BRANCA;1204;;0
18;LC;141214;A;13;0;;2.36405;0.00914;0.19662;BRANCA;1204;;0
8;LC;140920;E;3;0;;1.41999;0.67926;0.21271;ROSA;1203;;0
11;LC;141443;C;27;0;;2.20477;0.52119;0.1393;BRANCA;1204;;0
28;LC;140987;C;22;0;;1.84344;1.65132;0.12303;LEITOR TELA;1210;;0
133;CN;88089;C;28;0;;1.81565;0.85403;0.17723;LARANJA;1308;;1
113;CN;111713;C;2;0;;1.29931;2.22016;0.2704;CINZA;1263;;0
102;CN;117828;B;19;0;;2.80401;1.5881;0.34028;CINZA;1263;;0
117;CN;96496;B;17;0;;3.65573;1.2408;0.31288;AMARELA;1265;;0
95;CN;84984;C;11;0;;1.42963;0.8045;0.16236;AMARELA;1262;;0
105;CN;81637;D;21;0;;3.54994;1.89617;0.19877;CINZA;1263;;0
68;CH;140544;C;6;0;;3.93201;1.29457;0.20117;LARANJA;1238;;1
50;CH;141007;A;5;0;;2.36915;-0.20871;0.19363;LEITOR TELA;1240;;0
40;LC;141231;D;9;0;;1.59315;-0.23802;0.19091;AZUL;1241;;0
34;LC;141405;C;4;0;;1.30934;-0.45847;0.20553;AZUL;1241;;0
41;LC;141394;B;23;0;;1.70264;0.93679;0.19894;BRANCA;1284;;0
148;MT;141566;C;9;0;;2.25456;2.26979;0.24366;AZUL;1211;;0
93;CN;126604;D;12;0;;3.09202;0.32873;0.1577;LARANJA;1228;;1
94;CN;117631;A;18;0;;1.50761;0.49481;0.17371;LEITOR TELA;1230;;0
99;CN;64023;E;13;0;;1.81427;1.4199;0.25187;LARANJA;1228;;1
98;CN;83558;E;21;0;;1.52403;0.95966;0.15221;LARANJA;1228;;1
10;LC;140835;B;20;0;;3.6215;-0.18111;0.18705;BRANCA;1284;;0
22;LC;14727;D;16;0;;2.1034;-0.07713;0.12881;ROSA;1243;;0
91;CN;126533;A;1;0;;1.97611;1.97226;0.15173;LEITOR TELA;1310;;0
135;CN;14425;A;30;0;;1.15501;0.25068;0.12671;LEITOR TELA;1310;;0
43;LC;88031;E;30;0;;1.73107;1.60103;0.19199;BRANCA;1204;;0
153;MT;14389;A;15;0;;0.96035;1.52433;0.14823;AMARELA;1212;;0
56;CH;140426;E;28;0;;2.81419;0.63293;0.20398;AZUL;1231;;0
139;MT;28932;E;8;0;;2.39434;1.98395;0.11508;ROSA;1216;;0
157;MT;81743;D;2;0;;1.72431;0.7783;0.18886;LARANJA;1217;;0
179;MT;125888;C;13;0;;2.2107;2.37234;0.31768;ROSA;1215;;0
178;MT;84857;C;3;0;;2.39559;1.53865;0.11866;ROSA;1215;;0
176;MT;141566;C;9;0;;2.25456;2.26979;0.24366;ROSA;1215;;0
68;CH;140543;E;8;0;;0.81816;1.56049;0.23382;LARANJA;1198;;1
60;CH;125719;E;23;0;;2.53325;0.6643;0.17011;LARANJA;1198;;1
56;CH;140453;A;17;0;;3.06915;0.94872;0.17725;LARANJA;1198;;1
50;CH;141118;C;7;0;;2.58516;0.39346;0.17772;VERDE;1199;;0
9;LC;97007;C;4;0;;1.9592;0.91289;0.16231;ROSA;1205;;0
2;LC;140732;B;7;0;;2.91867;0.12363;0.19992;BRANCA;1204;0;0
